0.696969697	0.6818181818	0.2575757576	0.7121212121	0.6515151515	0.3181818182	0.2727272727	0.7424242424	0.3333333333	0.3333333333
0.2727272727	0.5909090909	0.7424242424	0.6363636364	0.3181818182	0.6363636364	0.7272727273	0.2272727273	0.7272727273	0.696969697
0.2878787879	0.2878787879	0.2878787879	0.2878787879	0.3333333333	0.6818181818	0.7272727273	0.7121212121	0.6515151515	0.6666666667
0.7272727273	0.303030303	0.2575757576	0.6818181818	0.696969697	0.6666666667	0.2575757576	0.2878787879	0.6515151515	0.3636363636
0.2878787879	0.6515151515	0.2272727273	0.6666666667	0.6515151515	0.3484848485	0.7424242424	0.7272727273	0.696969697	0.696969697
0.7272727273	0.3181818182	0.7272727273	0.6818181818	0.6666666667	0.696969697	0.7272727273	0.2727272727	0.3333333333	0.6515151515
0.2878787879	0.3181818182	0.7424242424	0.3181818182	0.3333333333	0.6818181818	0.2727272727	0.8181818182	0.3939393939	0.4090909091
0.7272727273	0.303030303	0.7121212121	0.2878787879	0.3181818182	0.696969697	0.2878787879	0.2727272727	0.6666666667	0.6363636364
0.6212121212	0.6818181818	0.7424242424	0.303030303	0.6818181818	0.6818181818	0.7272727273	0.2424242424	0.6666666667	0.303030303
0.3787878788	0.2878787879	0.696969697	0.696969697	0.303030303	0.303030303	0.2727272727	0.2878787879	0.3181818182	0.696969697
0.2727272727	0.303030303	0.7121212121	0.3484848485	0.303030303	0.6666666667	0.696969697	0.3484848485	0.2878787879	0.3181818182
0.7272727273	0.3181818182	0.2727272727	0.6818181818	0.3181818182	0.3484848485	0.696969697	0.6666666667	0.2727272727	0.6818181818
